#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-08-29T15:01:58 [V7.32.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-08-29T15:01:58	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=HIP
#-out=Vmag
#Vmag=<=8
#-out=B-V
#HIPep=HIPep
#Erratum=Erratum
#-out=_RA.icrs
#_RA.icrs=!null
#-out=_DE.icrs
#_DE.icrs=!null
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.4	
#INFO	-out.max=unlimited	

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	
#INFO	publisher=CDS	
#INFO	creator=ESA 1997	
#INFO	related_resource=bibcode:1997HIP...C......0E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	
#INFO	publication_date=2021-11-18	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000	_DEJ2000	HIP	Vmag	B-V	_RA.icrs	_DE.icrs
002.5685944315	+52.2551367035	   838	 7.20	-0.053	002.56859443	+52.25513670
002.5786240588	-05.2485876404	   840	 5.84	 0.973	002.57862406	-05.24858764
002.5801909808	+46.0722716804	   841	 5.01	 0.405	002.58019098	+46.07227168
002.6003816530	+58.4894800142	   848	 7.74	 0.473	002.60038165	+58.48948001
002.6114937605	+28.6528812668	   852	 7.11	 1.528	002.61149376	+28.65288127
002.6208096133	+51.9123463139	   855	 7.75	 1.487	002.62080961	+51.91234631
002.6236703712	+57.1654945776	   857	 6.74	-0.074	002.62367037	+57.16549458
002.6349951310	+33.1308844361	   858	 6.83	 1.429	002.63499513	+33.13088444
002.6426492486	+52.3167093933	   859	 7.70	 0.144	002.64264925	+52.31670939
002.6444174840	+59.6734067837	   860	 6.70	-0.017	002.64441748	+59.67340678
002.6606461528	-73.2243892421	   865	 6.66	 0.372	002.66064615	-73.22438924
002.6696817553	+02.0555417800	   870	 7.51	 0.503	002.66968176	+02.05554178
002.6784777720	-12.5798967056	   873	 5.84	 1.000	002.67847777	-12.57989671
002.6880991678	+58.0183076657	   874	 7.85	 0.099	002.68809917	+58.01830767
002.6935186990	-21.9335951647	   878	 7.68	 1.028	002.69351870	-21.93359516
002.6952509114	+37.4739022884	   880	 7.77	 0.405	002.69525091	+37.47390229
002.6954206432	-34.8607150909	   881	 6.89	 0.951	002.69542064	-34.86071509
002.6966647224	+32.2425754262	   882	 7.55	 1.354	002.69666472	+32.24257543
002.7020209048	+30.6856215168	   886	 7.91	 0.024	002.70202090	+30.68562152
002.7228549134	-13.9028039218	   887	 7.71	 1.253	002.72285491	-13.90280392
002.7372262682	-02.0745625557	   892	 7.93	 1.096	002.73722627	-02.07456256
002.7414493052	-18.5729339744	   893	 7.78	 1.302	002.74144931	-18.57293397
002.7735239130	+04.1330926437	   900	 7.44	 0.998	002.77352391	+04.13309264
002.7827272262	+57.5879413560	   902	 6.68	 1.212	002.78272723	+57.58794136
002.7901942132	-03.3213888539	   906	 6.74	 1.025	002.79019421	-03.32138885
002.8153033036	+07.9481440921	   909	 7.69	 1.163	002.81530330	+07.94814409
002.8160718061	-15.4679774428	   910	 4.89	 0.487	002.81607181	-15.46797744
002.8243805651	-40.3726908072	   913	 7.70	 1.200	002.82438057	-40.37269081
002.8424551579	+74.4845430501	   918	 7.15	 1.004	002.84245516	+74.48454305
002.8434915370	+30.4495749700	   919	 7.95	 0.755	002.84349154	+30.44957497
002.8796903772	+40.3989516825	   926	 7.47	 1.532	002.87969038	+40.39895168
002.8814685330	-34.4600927208	   928	 7.75	 1.152	002.88146853	-34.46009272
002.8934169668	-27.7997366618	   930	 5.41	 1.346	002.89341697	-27.79973666
002.8967082061	-03.0780253115	   931	 7.56	 0.551	002.89670821	-03.07802531
002.8971843607	-18.6006569954	   932	 6.93	 0.994	002.89718436	-18.60065700
002.9017485134	-23.6323601819	   937	 7.85	 0.561	002.90174851	-23.63236018
002.9028993177	-80.1737337815	   938	 7.21	 0.916	002.90289932	-80.17373378
002.9047784135	+58.2118296179	   940	 7.09	 0.137	002.90477841	+58.21182962
002.9086955426	-49.6560268848	   944	 7.91	 1.126	002.90869554	-49.65602688
002.9122369746	+55.9614607364	   945	 7.47	 0.200	002.91223697	+55.96146074
002.9333692783	-35.1331195833	   950	 5.24	 0.459	002.93336928	-35.13311958
002.9364277691	+57.2715199000	   951	 7.06	 0.630	002.93642777	+57.27151990
002.9480429848	+09.1399625222	   954	 7.45	 0.891	002.94804298	+09.13996252
002.9588559955	+28.4233473677	   956	 7.51	 0.491	002.95885600	+28.42334737
002.9602098794	+66.1263448178	   957	 7.32	 0.038	002.96020988	+66.12634482
002.9783171942	-22.8176887716	   964	 7.91	 0.392	002.97831719	-22.81768877
002.9807304769	-75.4768283912	   965	 7.49	 1.600	002.98073048	-75.47682839
002.9835693880	-42.1721442305	   966	 6.53	 1.041	002.98356939	-42.17214423
002.9961878983	+48.1523964633	   967	 6.18	 1.467	002.99618790	+48.15239646
003.0057304665	+23.4717493858	   969	 6.58	 0.990	003.00573047	+23.47174939
003.0058172997	-54.7508808457	   970	 7.80	 1.634	003.00581730	-54.75088085
003.0060394231	+28.6064999996	   971	 7.19	 0.398	003.00603942	+28.60650000
003.0125866885	-13.8131791512	   973	 6.56	 1.074	003.01258669	-13.81317915
003.0219156686	-58.5251663874	   975	 7.62	 0.758	003.02191567	-58.52516639
003.0284418035	+47.4911009860	   980	 7.36	 1.082	003.02844180	+47.49110099
003.0337020588	+53.6238877727	   981	 6.87	 0.262	003.03370206	+53.62388777
003.0364634381	+48.1822513942	   982	 7.60	 1.314	003.03646344	+48.18225139
003.0416082510	-17.9382776704	   983	 5.29	 1.478	003.04160825	-17.93827767
003.0580698927	+39.9015778870	   986	 7.43	 0.335	003.05806989	+39.90157789
003.0658186476	+43.8182050956	   988	 7.95	 1.537	003.06581865	+43.81820510
003.0661486886	+22.5567349886	   989	 7.69	 1.709	003.06614869	+22.55673499
003.1401057125	+44.5907429892	  1008	 7.44	 1.522	003.14010571	+44.59074299
003.1414964990	-88.3628687930	  1007	 7.22	 0.054	003.14149650	-88.36286879
003.1423542522	+44.7071951223	  1009	 6.50	 1.112	003.14235425	+44.70719512
003.1492435829	+44.3163129206	  1011	 7.01	 1.106	003.14924358	+44.31631292
003.1621865561	-26.8530620123	  1013	 7.95	 0.945	003.16218656	-26.85306201
003.1680662495	-01.2271953508	  1018	 7.22	 1.051	003.16806625	-01.22719535
003.1691064988	-43.1644904566	  1019	 7.53	 0.980	003.16910650	-43.16449046
003.1884843945	+57.2275405644	  1023	 7.34	 1.639	003.18848439	+57.22754056
003.2001790551	+46.0954049647	  1026	 6.63	 0.402	003.20017906	+46.09540496
003.2093532558	+37.6936564503	  1030	 6.71	-0.116	003.20935326	+37.69365645
003.2093761393	-57.9126095607	  1031	 7.22	 0.775	003.20937614	-57.91260956
003.2297461591	-03.3815464458	  1033	 7.37	 1.619	003.22974616	-03.38154645
003.2514539127	+55.8590055262	  1039	 7.94	 0.501	003.25145391	+55.85900553
003.2550205917	+62.7280797190	  1042	 7.80	 1.099	003.25502059	+62.72807972
003.2575059935	+49.9265241806	  1043	 7.17	 0.202	003.25750599	+49.92652418
003.2663208159	-22.4701732646	  1046	 6.66	 0.961	003.26632082	-22.47017326
003.2678326794	+35.2915471125	  1048	 7.69	 0.958	003.26783268	+35.29154711
003.2692556490	+37.4186137775	  1049	 7.62	 1.217	003.26925565	+37.41861378
003.2845412034	-07.6824864044	  1053	 7.58	 1.097	003.28454120	-07.68248640
003.2895975539	+16.9214562331	  1057	 6.52	 1.050	003.28959755	+16.92145623
003.2918275660	-43.0651717557	  1058	 7.57	 0.453	003.29182757	-43.06517176
003.3030425265	+62.0408781548	  1063	 6.63	 0.226	003.30304253	+62.04087815
003.3069291706	-17.1846789431	  1065	 7.55	 1.240	003.30692917	-17.18467894
003.3075278200	-37.8228731865	  1066	 7.21	 1.530	003.30752782	-37.82287319
003.3089701168	+15.1835959022	  1067	 2.83	-0.190	003.30897012	+15.18359590
003.3144504974	-26.3253306999	  1069	 7.44	 1.279	003.31445050	-26.32533070
003.3236486398	-23.7325101847	  1071	 7.98	 0.396	003.32364864	-23.73251018
003.3263285607	-20.6187032367	  1072	 7.45	 0.480	003.32632856	-20.61870324
003.3306763326	+08.9298655508	  1073	 7.72	 0.333	003.33067633	+08.92986555
003.3317577588	-84.9939783883	  1074	 5.78	 1.710	003.33175776	-84.99397839
003.3355751657	+49.7233762943	  1075	 7.32	 0.061	003.33557517	+49.72337629
003.3496788116	+26.9875454665	  1076	 6.24	 0.680	003.34967881	+26.98754547
003.3785015669	+41.0353696364	  1086	 5.71	 0.331	003.37850157	+41.03536964
003.4040076757	+47.1932675729	  1090	 7.98	 0.214	003.40400768	+47.19326757
003.4110742221	+42.9493903960	  1093	 7.26	 1.257	003.41107422	+42.94939040
003.4260201618	-26.0223453476	  1096	 5.94	 1.548	003.42602016	-26.02234535
003.4349060982	-26.2849589918	  1099	 6.14	 1.490	003.43490610	-26.28495899
003.4378661070	-48.6841872233	  1101	 6.97	 0.180	003.43786611	-48.68418722
003.4395771289	-23.2147837498	  1102	 6.86	 1.096	003.43957713	-23.21478375
003.4404364155	+08.1935038195	  1103	 7.41	 0.440	003.44043642	+08.19350382
003.4482314273	+01.3835858929	  1107	 6.79	 1.257	003.44823143	+01.38358589
003.4711756255	-56.9996795142	  1114	 7.15	 0.513	003.47117563	-56.99967951
003.4816788433	-17.5453687149	  1115	 7.39	-0.165	003.48167884	-17.54536871
003.4841417978	+59.9993186829	  1118	 6.91	 1.120	003.48414180	+59.99931868
003.5051237325	-03.9088239603	  1120	 7.41	 0.947	003.50512373	-03.90882396
003.5095046622	+33.2060391885	  1123	 6.22	 0.009	003.50950466	+33.20603919
003.5108723354	+76.0269988840	  1124	 7.17	 1.626	003.51087234	+76.02699888
003.5173689779	-74.9120017659	  1126	 6.97	 1.341	003.51736898	-74.91200177
003.5276073843	+60.7203520121	  1132	 7.70	 0.661	003.52760738	+60.72035201
003.5376240625	+26.2587976023	  1133	 7.00	 0.534	003.53762406	+26.25879760
003.5427253345	-07.1991237262	  1134	 7.32	 0.521	003.54272533	-07.19912373
003.5551469283	-35.8084021652	  1138	 7.84	 1.195	003.55514693	-35.80840217
003.5601222255	+55.2832351742	  1139	 7.70	 1.468	003.56012223	+55.28323517
003.5612814322	-55.0696617037	  1140	 6.66	 0.462	003.56128143	-55.06966170
003.5692345476	-08.8325407154	  1141	 7.99	 1.145	003.56923455	-08.83254072
003.5800054973	+52.8609801655	  1143	 7.84	 0.035	003.58000550	+52.86098017
003.5841794038	-27.5314303282	  1144	 7.42	 0.640	003.58417940	-27.53143033
003.5867306848	-62.7719515164	  1146	 6.63	 1.697	003.58673068	-62.77195152
003.5866674823	-21.1969620663	  1147	 6.89	 0.502	003.58666748	-21.19696207
003.5932353982	+76.0221667026	  1150	 7.72	 1.029	003.59323540	+76.02216670
003.6019308874	-02.1979968742	  1153	 7.19	 1.340	003.60193089	-02.19799687
003.6151175260	-07.7805321039	  1158	 5.13	 1.601	003.61511753	-07.78053210
003.6167610152	-14.4317850592	  1161	 6.95	 0.494	003.61676102	-14.43178506
003.6405688849	+41.0326423485	  1164	 6.68	 1.172	003.64056888	+41.03264235
003.6506852758	+20.2067017693	  1168	 4.79	 1.572	003.65068528	+20.20670177
003.6523496019	+01.2968387187	  1169	 7.03	 0.461	003.65234960	+01.29683872
003.6600665162	-18.9328656064	  1170	 4.44	 1.640	003.66006652	-18.93286561
003.6685961826	-14.8052397181	  1176	 6.63	 1.030	003.66859618	-14.80523972
003.6706730255	-12.7482180267	  1177	 7.92	 1.200	003.67067303	-12.74821803
003.6845994733	-46.0334147366	  1181	 7.13	 1.170	003.68459947	-46.03341474
003.7008730537	-14.1776989904	  1185	 6.82	 0.257	003.70087305	-14.17769899
003.7271447743	-09.5695710682	  1191	 5.77	-0.084	003.72714477	-09.56957107
003.7323441564	-03.0274123960	  1192	 6.64	 1.499	003.73234416	-03.02741240
003.7329126207	+22.2842251138	  1193	 6.25	-0.004	003.73291262	+22.28422511
003.7346960859	+21.5421117956	  1194	 7.06	 1.000	003.73469609	+21.54211180
003.7427588613	-34.9042228822	  1195	 6.17	 1.344	003.74275886	-34.90422288
003.7451639338	+08.8209621333	  1196	 6.02	 0.312	003.74516393	+08.82096213
003.7469109165	+08.8182714785	  1197	 7.58	 0.396	003.74691092	+08.81827148
003.7579302857	+54.0784413554	  1202	 7.68	 1.188	003.75793029	+54.07844136
003.7666730416	+52.6396010957	  1204	 7.67	-0.086	003.76667304	+52.63960110
003.7782420400	+33.0304588804	  1207	 7.34	 1.020	003.77824204	+33.03045888
003.7789598824	+31.5357246579	  1208	 6.34	 1.555	003.77895988	+31.53572466
003.7883037820	+34.8681762219	  1211	 7.99	 0.389	003.78830378	+34.86817622
003.7940177943	+27.2834397924	  1215	 6.35	-0.002	003.79401779	+27.28343979
003.8128623696	-40.0959771941	  1225	 7.50	 1.032	003.81286237	-40.09597719
003.8177784176	-06.1382137833	  1230	 7.75	 1.015	003.81777842	-06.13821378
003.8183241195	-16.7562476343	  1231	 7.67	 0.417	003.81832412	-16.75624763
003.8243032433	+44.2033968058	  1233	 6.76	-0.046	003.82430324	+44.20339681
003.8397892728	+28.5871690656	  1234	 7.33	 0.441	003.83978927	+28.58716907
003.8427709638	-32.0452740701	  1236	 7.89	 1.080	003.84277096	-32.04527407
003.8724325775	-40.4546955754	  1243	 7.65	 1.184	003.87243258	-40.45469558
003.8853704239	+13.4194083215	  1245	 7.87	 1.600	003.88537042	+13.41940832
003.8904584102	+50.0503036132	  1247	 7.45	 1.620	003.89045841	+50.05030361
003.9109449283	+05.8438471810	  1249	 6.98	 1.151	003.91094493	+05.84384718
003.9525520893	+59.4402631923	  1259	 7.90	 0.045	003.95255209	+59.44026319
003.9650907854	-05.6012154844	  1265	 7.48	 0.949	003.96509079	-05.60121548
003.9785267384	+61.0001723738	  1269	 6.43	 0.838	003.97852674	+61.00017237
003.9787237356	-75.9116152976	  1268	 6.49	 0.983	003.97872374	-75.91161530
003.9887606449	+04.2511161544	  1272	 7.13	 0.046	003.98876064	+04.25111615
004.0225732323	+08.1155408243	  1286	 7.59	 0.323	004.02257323	+08.11554082
004.0369426105	-31.4463941019	  1288	 5.66	 1.350	004.03694261	-31.44639410
004.0528229159	-79.8511815865	  1292	 6.59	 0.749	004.05282292	-79.85118159
004.0580656291	+76.9507550623	  1296	 6.35	-0.044	004.05806563	+76.95075506
004.0897051689	+43.5950492120	  1302	 6.12	 0.068	004.08970517	+43.59504921
004.0977379494	-22.5880150403	  1306	 7.90	 0.673	004.09773795	-22.58801504
004.1001109910	-43.7801362530	  1307	 7.88	 1.287	004.10011099	-43.78013625
004.1016041536	-70.3923690818	  1309	 7.18	 0.251	004.10160415	-70.39236908
004.1071228033	+53.9456409157	  1310	 7.22	 1.025	004.10712280	+53.94564092
004.1311987807	-66.6900744925	  1312	 7.74	 1.167	004.13119878	-66.69007449
004.1348159872	-55.4695634665	  1314	 7.81	 0.933	004.13481599	-55.46956347
004.1352675409	-32.7604283687	  1315	 7.34	 1.201	004.13526754	-32.76042837
004.1415933270	-13.4039037998	  1318	 7.15	 0.222	004.14159333	-13.40390380
004.1418364900	+08.2401542651	  1319	 6.12	 0.919	004.14183649	+08.24015427
004.1642619578	+01.8506069428	  1325	 6.98	 1.600	004.16426196	+01.85060694
004.1735279788	+54.6601461819	  1329	 7.43	 0.266	004.17352798	+54.66014618
004.1752675449	-32.6884352908	  1330	 6.67	 1.077	004.17526754	-32.68843529
004.1764301735	-20.2100608587	  1331	 6.50	-0.108	004.17643017	-20.21006086
004.1792705586	+36.6298124880	  1333	 6.99	 0.050	004.17927056	+36.62981249
004.1855401575	+36.4915023071	  1336	 7.74	 0.472	004.18554016	+36.49150231
004.1902476346	+13.9168053104	  1340	 7.46	 0.167	004.19024763	+13.91680531
004.1903245946	+10.2447779749	  1339	 6.51	 1.864	004.19032459	+10.24477797
004.2015739068	-78.7801536304	  1342	 6.78	 0.451	004.20157391	-78.78015363
004.2156082057	+46.6142720386	  1346	 7.18	 1.071	004.21560821	+46.61427204
004.2245615194	-52.6511487169	  1349	 6.84	 0.655	004.22456152	-52.65114872
004.2248242770	+49.4619148760	  1352	 6.52	 1.775	004.22482428	+49.46191488
004.2291617812	+23.2561933366	  1353	 6.95	 1.060	004.22916178	+23.25619334
004.2376811745	+61.5331855603	  1354	 5.74	 0.898	004.23768117	+61.53318556
004.2389959747	+63.5529852785	  1355	 7.88	 0.075	004.23899597	+63.55298528
004.2398112836	-58.1519327979	  1356	 7.65	 1.122	004.23981128	-58.15193280
004.2508100869	+53.2432680950	  1357	 7.75	-0.013	004.25081009	+53.24326809
004.2622447004	+84.9550556873	  1359	 7.80	 0.204	004.26224470	+84.95505569
004.2702844500	+56.9095721345	  1363	 7.61	 0.053	004.27028445	+56.90957213
004.2729094699	+38.6816356430	  1366	 4.61	 0.059	004.27290947	+38.68163564
004.2735959502	+31.0741797467	  1367	 7.63	 1.665	004.27359595	+31.07417975
004.2876821563	+47.9474053007	  1372	 5.86	-0.079	004.28768216	+47.94740530
004.3018760672	+23.5976090528	  1377	 7.90	 0.097	004.30187607	+23.59760905
004.3160902466	+54.9807132743	  1381	 7.93	 0.046	004.31609025	+54.98071327
004.3188670172	-43.8527335629	  1382	 7.96	 0.651	004.31886702	-43.85273356
004.3522828286	+08.8765174598	  1392	 6.66	 0.589	004.35228283	+08.87651746
004.3698841675	+00.3212373982	  1397	 7.71	 0.599	004.36988417	+00.32123740
004.3862626551	-19.0510915861	  1402	 6.46	 0.386	004.38626266	-19.05109159
004.3877812790	+36.5504204647	  1403	 7.57	 0.958	004.38778128	+36.55042046
004.4112084524	+44.7449009914	  1409	 7.89	 0.020	004.41120845	+44.74490099
004.4212896217	-60.7992434597	  1413	 7.67	 0.271	004.42128962	-60.79924346
004.4294238145	+51.4330902825	  1415	 6.11	-0.151	004.42942381	+51.43309028
004.4367553321	+53.7112352115	  1417	 7.88	 1.400	004.43675533	+53.71123521
004.4464715938	-66.3589059226	  1419	 7.79	 0.772	004.44647159	-66.35890592
004.4487411423	+01.6887270896	  1421	 6.19	 0.937	004.44874114	+01.68872709
004.4515567569	-01.8627349275	  1424	 7.10	 0.900	004.45155676	-01.86273493
004.4551301227	-79.2323898372	  1425	 7.92	 0.621	004.45513012	-79.23238984
004.4582581399	+16.3310135147	  1427	 7.21	 0.477	004.45825814	+16.33101351
004.4599088379	+59.0575869593	  1428	 7.71	-0.041	004.45990884	+59.05758696
004.4635050626	+20.2269941835	  1429	 6.91	 1.585	004.46350506	+20.22699418
004.4701298766	+44.5779461534	  1434	 7.38	 1.029	004.47012988	+44.57794615
004.4702641278	+07.8660429414	  1435	 7.53	 0.312	004.47026413	+07.86604294
004.4846075061	+12.7714661242	  1439	 6.54	 0.970	004.48460751	+12.77146612
004.4952955751	-13.4556403264	  1444	 6.51	 0.599	004.49529558	-13.45564033
004.4978174519	+40.7467470121	  1445	 7.71	 1.382	004.49781745	+40.74674701
004.5328599614	+03.7967632896	  1455	 7.20	 0.309	004.53285996	+03.79676329
004.5384008406	+46.2143126529	  1456	 6.83	 1.319	004.53840084	+46.21431265
004.5612410444	+72.9467560637	  1461	 7.56	 0.237	004.56124104	+72.94675606
004.5706164601	-21.1384597965	  1464	 6.69	-0.008	004.57061646	-21.13845980
004.5718574021	+11.2062138461	  1465	 6.07	 1.036	004.57185740	+11.20621385
004.5739029282	+61.7270560278	  1466	 7.63	 0.267	004.57390293	+61.72705603
004.5767864257	-36.5098839014	  1469	 6.67	 1.304	004.57678643	-36.50988390
004.5771680093	-02.0148026171	  1470	 7.21	 1.311	004.57716801	-02.01480262
004.5819037032	+36.7852240498	  1473	 4.51	 0.054	004.58190370	+36.78522405
004.5823503880	+44.5584124080	  1474	 7.19	 1.608	004.58235039	+44.55841241
004.5862084790	-49.9056139593	  1476	 7.27	 1.129	004.58620848	-49.90561396
004.5865136735	+30.3959400041	  1477	 7.08	 1.186	004.58651367	+30.39594000
004.5897610359	+49.5097463200	  1478	 7.84	 0.586	004.58976104	+49.50974632
004.6040962771	+22.8800701889	  1480	 7.98	 0.511	004.60409628	+22.88007019
004.6088490714	-63.4774944233	  1481	 7.46	 0.537	004.60884907	-63.47749442
004.6150628522	+76.2765268067	  1484	 7.18	-0.052	004.61506285	+76.27652681
004.6199183846	+62.2027749642	  1486	 6.97	 1.520	004.61991838	+62.20277496
004.6228152797	-46.5320996121	  1487	 7.47	 0.468	004.62281528	-46.53209961
004.6274698564	+26.1402932489	  1488	 7.27	 0.174	004.62746986	+26.14029325
004.6513441229	+35.9899614290	  1492	 7.73	 1.342	004.65134412	+35.98996143
004.6594062132	+31.5172268070	  1493	 5.88	-0.014	004.65940621	+31.51722681
004.6651431056	+22.8797290149	  1495	 7.14	 0.885	004.66514311	+22.87972901
004.6695923454	+44.6299885536	  1496	 7.05	 0.115	004.66959235	+44.62998855
004.6744486160	-08.0530014248	  1499	 6.47	 0.674	004.67444862	-08.05300142
004.6757036057	+43.7911411989	  1501	 6.10	-0.074	004.67570361	+43.79114120
004.6773423065	-43.2355706457	  1502	 6.33	 1.210	004.67734231	-43.23557065
004.7349082517	+52.1726391011	  1519	 7.64	 0.962	004.73490825	+52.17263910
004.7370957439	+63.2882355996	  1521	 7.70	 0.349	004.73709574	+63.28823560
004.7441452251	+50.6939681333	  1524	 7.83	 0.198	004.74414523	+50.69396813
004.7521242995	+60.3352921819	  1526	 7.83	 0.592	004.75212430	+60.33529218
004.7726033130	-77.9889474382	  1531	 7.80	 0.363	004.77260331	-77.98894744
004.8095752601	+59.7049324263	  1543	 7.83	 0.372	004.80957526	+59.70493243
004.8193092518	+00.5205737669	  1545	 7.93	 0.398	004.81930925	+00.52057377
004.8254594733	+73.1225771111	  1549	 7.31	 1.059	004.82545947	+73.12257711
004.8280925621	+59.1390401553	  1550	 7.26	 0.049	004.82809256	+59.13904016
004.8354544597	-46.4990310586	  1551	 7.45	 1.535	004.83545446	-46.49903106
004.8416942356	+26.4540647528	  1553	 7.58	 0.913	004.84169424	+26.45406475
004.8437878431	-53.8441464130	  1555	 7.78	 1.710	004.84378784	-53.84414641
004.8477415647	+19.9989880854	  1559	 7.68	 1.256	004.84774156	+19.99898809
004.8511724000	-59.6909512710	  1560	 7.96	 0.973	004.85117240	-59.69095127
004.8569773046	-08.8239214522	  1562	 3.56	 1.214	004.85697730	-08.82392145
004.8703281160	-17.6788119975	  1565	 7.95	 0.818	004.87032812	-17.67881200
004.8927070287	-21.8072695960	  1570	 7.75	 1.537	004.89270703	-21.80726960
004.8954029771	-50.4294272866	  1571	 7.44	 1.654	004.89540298	-50.42942729
004.9019868346	-07.2240208118	  1573	 7.03	 0.508	004.90198683	-07.22402081
004.9231656631	+40.7294606894	  1575	 6.35	 1.179	004.92316566	+40.72946069
004.9446537364	+36.9624430612	  1579	 7.26	 1.304	004.94465374	+36.96244306
004.9538981440	-60.9121726887	  1582	 7.97	 0.552	004.95389814	-60.91217269
004.9619794699	-02.4788832846	  1587	 6.96	 0.848	004.96197947	-02.47888328
004.9710605521	+55.7142356529	  1592	 7.78	 1.532	004.97106055	+55.71423565
004.9750713825	+44.7094160244	  1593	 7.52	 1.600	004.97507138	+44.70941602
004.9844819656	+16.2508710292	  1595	 6.60	 0.979	004.98448197	+16.25087103
004.9879467414	+01.5825579881	  1596	 7.62	 0.986	004.98794674	+01.58255799
004.9915180650	-25.1219467528	  1597	 7.45	 1.125	004.99151806	-25.12194675
005.0017023010	+38.2273968679	  1598	 6.97	 0.640	005.00170230	+38.22739687
005.0177505173	-64.8747904073	  1599	 4.23	 0.576	005.01775052	-64.87479041
005.0123042267	-17.7004335633	  1600	 6.73	 1.249	005.01230423	-17.70043356
005.0210982221	+06.2926482317	  1602	 6.81	 1.532	005.02109822	+06.29264823
005.0215261749	+48.8654490224	  1603	 6.53	 0.051	005.02152617	+48.86544902
005.0225389828	+50.1117905754	  1604	 7.80	 1.243	005.02253898	+50.11179058
005.0397400200	+03.0335457778	  1609	 7.53	 1.655	005.03974002	+03.03354578
005.0405962536	-35.9028172421	  1610	 7.68	 1.024	005.04059625	-35.90281724
005.0439683508	-13.0614622334	  1611	 6.85	 1.028	005.04396835	-13.06146223
005.0602549365	+24.6658854237	  1619	 7.56	 1.140	005.06025494	+24.66588542
005.0704214857	-77.2226009289	  1623	 7.87	 0.552	005.07042149	-77.22260093
005.0901460352	+04.7789899965	  1628	 7.68	 1.013	005.09014604	+04.77899000
005.0933799925	+68.8470257719	  1629	 7.66	 0.337	005.09337999	+68.84702577
005.1016765099	+30.9356135844	  1630	 5.89	-0.098	005.10167651	+30.93561358
005.1263912512	+10.9177400201	  1638	 7.03	 1.039	005.12639125	+10.91774002
005.1288705958	+48.9686328432	  1639	 6.46	 0.564	005.12887060	+48.96863284
005.1313294678	+30.9748044399	  1640	 7.52	 0.961	005.13132947	+30.97480444
005.1325470462	+43.6942792303	  1641	 7.93	 0.174	005.13254705	+43.69427923
005.1375081607	+45.5089274590	  1642	 7.00	 0.563	005.13750816	+45.50892746
005.1423379440	+56.5569230005	  1644	 6.73	 0.817	005.14233794	+56.55692300
005.1494232998	+08.1902713390	  1645	 5.38	 1.343	005.14942330	+08.19027134
005.1626505860	-69.6249130956	  1647	 5.50	-0.046	005.16265059	-69.62491310
005.1815036420	+61.8795953249	  1652	 6.80	 2.020	005.18150364	+61.87959532
005.1896937016	+26.5137001658	  1656	 7.39	 1.417	005.18969370	+26.51370017
005.1896591855	+32.9111865057	  1657	 5.79	 1.595	005.18965919	+32.91118651
005.2024146588	-23.6302229764	  1660	 6.78	 0.311	005.20241466	-23.63022298
005.2089938299	+18.4821231607	  1664	 7.65	 0.924	005.20899383	+18.48212316
005.2238867478	-39.2398725855	  1667	 7.14	 0.506	005.22388675	-39.23987259
005.2255210646	+32.9780055400	  1669	 6.90	 0.478	005.22552106	+32.97800554
